Id,SalePrice
2658,11.738796263045572
2718,11.909487100199183
2414,12.205814872037397
1989,11.612407229071712
625,12.060497848333283
333,11.480860395562365
1327,11.637924820593577
858,11.96764326374309
95,12.127487717774011
1568,12.050015844171945
2482,11.994210269916907
1364,11.740642434409825
2584,11.93985260179435
818,12.479489613693444
2673,12.08370943157954
2089,11.765652043833503
1297,11.712493779774825
790,11.66250535993306
2616,12.245887380310446
720,12.263341544920003
222,11.896043236527971
557,11.71943367165858
1148,12.150352711573518
2766,12.000055790400426
534,12.151982888791732
1452,11.684875252397246
630,11.611221442264585
2648,11.723598752027229
125,11.923352070285963
1904,11.053801566214062
1670,11.61483409514638
756,11.47332658203452
717,12.104274094356803
1032,11.97429477535565
852,12.225170191261103
1731,12.088770016546832
2639,11.8518490702316
2071,11.414605562347647
1267,11.546090964464517
1851,12.12089245601044
567,11.892284727848597
2439,12.24671664507062
1898,11.906168924704838
647,12.051095550401353
2256,12.260453712520377
979,11.608007292455099
1444,12.282391232872513
2485,11.652195406811652
157,11.680732715449404
88,11.694892039209636
2003,11.625174484125681
186,12.342516888252982
1425,12.37445368366823
2695,11.708943100043909
738,11.403338744759179
395,11.938191657261152
1353,11.952099541011732
1878,11.838520644914853
390,12.00363558210225
1456,12.33796602343415
1103,12.617257529059891
1387,11.677785136816356
2070,11.91623032895073
1199,12.047977968938248
2479,12.058805861936532
501,12.514490822705808
2362,11.46892110783995
1718,12.14432026994569
2188,11.231799731964005
1483,11.932977684046858
2557,11.371915479606644
437,12.81644210067409
2224,12.1903545772208
1628,11.999963883420191
397,11.784089647612385
587,12.188703333181405
2182,13.351653039071175
971,11.930745424986386
2611,11.869445519071972
1887,11.455859443270604
2399,12.899400899132354
2148,12.203431940474879
304,11.659103163493478
1997,11.720525962800947
2817,11.612631866306838
1431,12.129469858718917
427,12.806106364188615
263,11.686574373911647
598,12.016620541020906
2895,12.391226448204659
687,11.94797424176219
1822,11.792279222610022
2191,11.564849191533545
179,11.799294318978454
1009,12.13859978372111
2010,11.728225433693671
1991,11.780383131011094
1411,11.994504058146976
1721,12.2818990454767
1144,12.167791556865769
593,12.309851737672778
575,12.764907636974794
1249,11.98126950154845
1604,11.701078635365171
1064,13.189158747938414
1923,12.025953952954705
1988,11.63270835041732
2325,12.02587144898386
114,12.26997025364822
2700,11.917427829178452
217,11.757793289875297
343,12.092286893774183
386,12.281303106117196
2005,11.7246168238234
2908,11.938589138657694
1814,12.404601125771086
2446,13.458843682479689
208,11.867839574427043
1679,11.622481306427158
822,12.759478642303913
6,12.210131821800205
1781,12.989101265742462
2397,12.614372232261548
2340,12.615686100903789
1618,12.103398016314888
2843,11.709305051301813
1061,12.937582366513128
2786,11.69983466868954
1935,11.80495013067326
1341,11.641460208314937
521,12.45057658154389
2136,11.756928314608572
996,12.174913557856922
227,11.864410284823006
135,12.093968015651765
1167,11.98258045334801
294,12.317284148378114
1776,12.229191872153393
540,12.05112023645647
1717,12.133626282001135
2303,11.761387209959434
116,12.11825692858656
127,11.719360223425829
1371,11.775220762170777
1014,11.977244209190022
1507,11.434525452103454
702,11.803826249096536
750,11.912736118888558
261,11.927323016294885
1559,11.276447159951509
577,12.242255169310518
2812,12.238749146549626
2080,11.938024059120139
1368,11.588740271501688
2376,11.69710253486181
659,11.557379455454122
1235,11.789426221009238
332,11.334281376995422
1917,11.853519118765561
2094,12.435933706654968
1460,12.47364795310862
1471,12.265203891563475
1509,11.723521500264024
1922,11.8061688483001
433,13.229231404333333
460,12.424782132264886
1116,12.386904680886195
1137,12.08335997236281
53,11.999385385948507
2354,12.474755258383238
1475,12.185881024662908
1761,13.288449528136773
842,11.846775469184513
2739,11.963958378327677
2509,11.895490365226607
1007,12.208217135464551
2610,12.173626404942793
1952,11.415178788595345
2719,11.95094811413774
2921,11.456277715640601
1966,11.793135315515912
292,11.527434016594453
1204,12.130088558766547
1829,12.509805002068529
2419,12.107832899970816
391,11.937029730583268
798,11.622790114578049
481,12.173926472017467
193,12.165434348815978
555,11.631317968739292
